Circuit	ni	ei	oi	ri	pi	filename	
qpeexact_50	50	194	202	0.9603960396039604	56	p3_k11_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	194	202	0.9603960396039604	56	p4_k11_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	194	202	0.9603960396039604	56	p5_k11_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	194	202	0.9603960396039604	56	p6_k11_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	193	201	0.9601990049751243	56	p7_k11_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	194	202	0.9603960396039604	56	p8_k11_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	194	202	0.9603960396039604	56	p9_k11_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	194	202	0.9603960396039604	56	p10_k11_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	194	202	0.9603960396039604	56	p11_k11_qpeexact_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p1_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p2_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p3_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p4_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p5_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p6_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p7_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p8_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p9_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p10_k11_ghz_indep_qiskit_50.qasm
ghz_50	50	5	5	1.0	6	p11_k11_ghz_indep_qiskit_50.qasm
ae_100	100	864	882	0.9795918367346939	127	p1_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p2_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p3_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p4_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p5_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p6_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p7_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p8_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p9_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p10_k11_ae_indep_qiskit_100.qasm
ae_100	100	864	882	0.9795918367346939	127	p11_k11_ae_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p1_k11_qft_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p2_k11_qft_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p3_k11_qft_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p4_k11_qft_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p5_k11_qft_indep_qiskit_100.qasm
qft_100	100	860	869	0.9896432681242808	110	p6_k11_qft_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p7_k11_qft_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p8_k11_qft_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p9_k11_qft_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p10_k11_qft_indep_qiskit_100.qasm
qft_100	100	864	873	0.9896907216494846	110	p11_k11_qft_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	111	p1_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	111	p2_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	111	p3_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	111	p4_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	111	p5_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	859	877	0.9794754846066135	119	p6_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	111	p7_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	111	p8_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	111	p9_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	111	p10_k11_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	864	882	0.9795918367346939	119	p11_k11_qpeexact_indep_qiskit_100.qasm
ghz_100	100	9	9	1.0	10	p1_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p2_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p3_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p4_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p5_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p6_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p7_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p8_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p9_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p10_k11_ghz_indep_qiskit_100.qasm
ghz_100	100	10	10	1.0	11	p11_k11_ghz_indep_qiskit_100.qasm
