Circuit	ni	ei	oi	ri	pi	filename	
qpeexact_50	50	147	153	0.9607843137254902	55	p13_k15_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	147	153	0.9607843137254902	55	p14_k15_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	147	153	0.9607843137254902	55	p15_k15_qpeexact_indep_qiskit_50.qasm
ghz_50	50	3	3	1.0	4	p1_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p2_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p3_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p4_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p5_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p6_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p7_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p8_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p9_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p10_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p11_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p12_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p13_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p14_k15_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p15_k15_ghz_indep_qiskit_50.qasm
ae_100	100	585	597	0.9798994974874372	118	p1_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p2_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p3_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p4_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p5_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p6_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p7_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p8_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p9_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p10_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p11_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p12_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p13_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p14_k15_ae_indep_qiskit_100.qasm
ae_100	100	585	597	0.9798994974874372	118	p15_k15_ae_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p1_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p2_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p3_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p4_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p5_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p6_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p7_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p8_k15_qft_indep_qiskit_100.qasm
qft_100	100	583	589	0.9898132427843803	107	p9_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p10_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p11_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p12_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p13_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p14_k15_qft_indep_qiskit_100.qasm
qft_100	100	585	591	0.9898477157360406	107	p15_k15_qft_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p1_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p2_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p3_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p4_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p5_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p6_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p7_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p8_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	583	595	0.9798319327731092	110	p9_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p10_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p11_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p12_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p13_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p14_k15_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	585	597	0.9798994974874372	108	p15_k15_qpeexact_indep_qiskit_100.qasm
ghz_100	100	6	6	1.0	7	p1_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p2_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p3_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p4_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p5_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p6_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p7_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p8_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p9_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p10_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p11_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p12_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p13_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p14_k15_ghz_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p15_k15_ghz_indep_qiskit_100.qasm
