Circuit	ni	ei	oi	ri	pi	filename	
qpeexact_50	50	147	153	0.9607843137254902	55	p6_k13_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	147	153	0.9607843137254902	55	p7_k13_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	147	153	0.9607843137254902	55	p8_k13_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	146	152	0.9605263157894737	55	p9_k13_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	147	153	0.9607843137254902	55	p10_k13_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	147	153	0.9607843137254902	55	p11_k13_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	147	153	0.9607843137254902	55	p12_k13_qpeexact_indep_qiskit_50.qasm
qpeexact_50	50	147	153	0.9607843137254902	55	p13_k13_qpeexact_indep_qiskit_50.qasm
ghz_50	50	3	3	1.0	4	p1_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p2_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p3_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p4_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p5_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p6_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p7_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p8_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p9_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p10_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p11_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p12_k13_ghz_indep_qiskit_50.qasm
ghz_50	50	4	4	1.0	5	p13_k13_ghz_indep_qiskit_50.qasm
ae_100	100	679	693	0.9797979797979798	121	p1_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p2_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p3_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p4_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p5_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p6_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p7_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p8_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p9_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p10_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p11_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p12_k13_ae_indep_qiskit_100.qasm
ae_100	100	679	693	0.9797979797979798	121	p13_k13_ae_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p1_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p2_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p3_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p4_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p5_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p6_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p7_k13_qft_indep_qiskit_100.qasm
qft_100	100	678	685	0.9897810218978103	108	p8_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p9_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p10_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p11_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p12_k13_qft_indep_qiskit_100.qasm
qft_100	100	679	686	0.9897959183673469	108	p13_k13_qft_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p1_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p2_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p3_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p4_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p5_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p6_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p7_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	678	692	0.9797687861271677	109	p8_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p9_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p10_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p11_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p12_k13_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	679	693	0.9797979797979798	109	p13_k13_qpeexact_indep_qiskit_100.qasm
ghz_100	100	7	7	1.0	8	p1_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p2_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p3_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p4_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p5_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p6_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p7_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p8_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p9_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p10_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p11_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p12_k13_ghz_indep_qiskit_100.qasm
ghz_100	100	8	8	1.0	9	p13_k13_ghz_indep_qiskit_100.qasm
