Circuit	ni	ei	oi	ri	pi	filename	
qpeexact_50	50	454	473	0.959830866807611	109	p5_k5_qpeexact_indep_qiskit_50.qasm
ghz_50	50	10	10	1.0	11	p1_k5_ghz_indep_qiskit_50.qasm
ghz_50	50	11	11	1.0	12	p2_k5_ghz_indep_qiskit_50.qasm
ghz_50	50	11	11	1.0	12	p3_k5_ghz_indep_qiskit_50.qasm
ghz_50	50	11	11	1.0	12	p4_k5_ghz_indep_qiskit_50.qasm
ghz_50	50	10	11	0.9090909090909091	12	p5_k5_ghz_indep_qiskit_50.qasm
ae_100	100	1810	1850	0.9783783783783784	160	p1_k5_ae_indep_qiskit_100.qasm
ae_100	100	1810	1850	0.9783783783783784	160	p2_k5_ae_indep_qiskit_100.qasm
ae_100	100	1810	1850	0.9783783783783784	160	p3_k5_ae_indep_qiskit_100.qasm
ae_100	100	1810	1850	0.9783783783783784	160	p4_k5_ae_indep_qiskit_100.qasm
ae_100	100	1889	2126	0.8885230479774224	514	p5_k5_ae_indep_qiskit_100.qasm
qft_100	100	1810	1830	0.9890710382513661	121	p1_k5_qft_indep_qiskit_100.qasm
qft_100	100	1810	1830	0.9890710382513661	121	p2_k5_qft_indep_qiskit_100.qasm
qft_100	100	1800	1820	0.989010989010989	121	p3_k5_qft_indep_qiskit_100.qasm
qft_100	100	1810	1830	0.9890710382513661	121	p4_k5_qft_indep_qiskit_100.qasm
qft_100	100	1810	1830	0.9890710382513661	121	p5_k5_qft_indep_qiskit_100.qasm
qpeexact_100	100	1810	1850	0.9783783783783784	122	p1_k5_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	1810	1850	0.9783783783783784	122	p2_k5_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	1800	1840	0.9782608695652174	140	p3_k5_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	1810	1850	0.9783783783783784	122	p4_k5_qpeexact_indep_qiskit_100.qasm
qpeexact_100	100	1809	1848	0.9788961038961039	219	p5_k5_qpeexact_indep_qiskit_100.qasm
ghz_100	100	20	20	1.0	21	p1_k5_ghz_indep_qiskit_100.qasm
ghz_100	100	21	21	1.0	22	p2_k5_ghz_indep_qiskit_100.qasm
ghz_100	100	21	21	1.0	22	p3_k5_ghz_indep_qiskit_100.qasm
ghz_100	100	21	21	1.0	22	p4_k5_ghz_indep_qiskit_100.qasm
ghz_100	100	20	21	0.9523809523809523	22	p5_k5_ghz_indep_qiskit_100.qasm
